Id,Col_1,Col_2,Col_5,Col_6,Col_7,Col_10,Col_13,Col_14,Col_16,Col_18,Col_19,Col_21,Col_23,Col_26,Col_30,Col_31,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32,Score
13107,17,10,0,2,6,5,0,52,8,0,0,3,1,7,15,3,1,0,4,1,2,0,0,0,1,0,1,0,1,0,1,1,1
13108,2,5,0,1,5,18,1,47,8,1,0,0,3,3,10,3,0,0,4,1,2,0,1,0,0,0,1,0,1,0,1,1,1
13109,4,1,0,3,4,12,1,52,8,1,1,6,3,8,15,18,0,0,4,1,2,0,1,0,0,0,1,0,1,0,3,1,1
13110,14,5,0,1,5,20,1,71,9,3,1,5,1,5,15,15,0,0,2,1,2,0,1,0,1,0,1,0,1,0,1,1,1
13111,14,1,0,0,0,20,1,28,15,3,0,4,1,15,15,15,2,0,4,1,3,1,17,8,1,0,2,0,5,0,1,0,2
13112,10,5,0,0,0,20,1,35,13,1,0,2,1,17,10,12,0,0,2,1,2,1,1,0,0,0,1,0,1,0,1,1,1
13113,13,10,0,1,5,17,1,50,8,1,5,4,3,10,10,18,0,0,4,1,3,0,17,8,0,0,1,0,5,0,1,1,8
13114,5,1,0,3,18,2,1,12,8,4,0,2,3,5,5,3,1,0,2,1,3,5,10,5,1,0,1,0,5,0,1,0,23
13115,10,1,0,1,7,21,1,67,8,1,1,2,1,2,10,12,0,0,4,1,2,5,8,2,1,0,1,0,1,0,1,1,1
13116,3,0,0,1,8,0,1,50,18,1,0,0,2,6,10,12,3,0,4,1,3,2,9,5,1,0,1,0,5,0,1,1,10
13117,3,6,0,2,3,1,1,40,12,1,4,2,3,12,10,18,0,0,4,1,3,0,17,6,0,0,1,0,5,0,1,1,4
13118,7,5,0,4,16,10,1,37,11,1,0,2,1,4,15,18,1,0,0,1,1,5,1,1,0,0,1,0,1,0,1,0,1
13119,9,10,0,1,17,22,2,35,8,2,0,1,1,5,5,18,2,1,3,1,3,5,17,8,1,0,1,1,5,0,1,1,7
13120,3,1,0,2,3,0,1,62,5,1,0,3,2,3,5,9,1,0,4,2,3,5,10,5,0,0,1,0,5,0,1,1,1
13121,13,6,0,3,5,17,1,79,6,1,7,6,1,11,5,6,0,1,4,1,3,5,17,8,0,0,1,1,5,0,1,1,7
13122,3,10,0,2,17,22,1,32,9,1,1,4,1,1,0,3,0,0,0,1,3,7,17,6,0,0,1,0,5,0,1,0,1
13123,4,10,0,2,17,20,3,45,6,1,3,5,2,5,5,18,0,0,4,1,3,5,13,8,1,0,1,0,5,0,1,1,5
13124,18,5,0,1,12,21,0,96,17,0,7,5,1,15,0,18,0,0,0,1,3,7,17,6,0,0,1,0,8,0,1,0,1
13125,21,1,0,0,17,0,0,59,18,1,0,2,1,8,15,12,1,0,1,1,3,5,9,5,1,1,1,0,5,0,1,0,5
13126,4,1,0,3,5,4,1,74,8,4,3,4,1,8,5,18,0,0,3,1,2,0,2,0,0,0,1,0,1,6,1,1,1
13127,7,10,0,0,7,10,1,85,12,5,5,6,3,8,10,18,0,0,4,1,2,0,1,2,1,0,1,0,1,0,1,1,1
13128,18,1,0,2,15,5,0,80,11,1,9,1,1,13,15,6,0,1,3,1,3,0,10,6,0,0,1,1,5,0,1,1,1
13129,16,1,0,1,5,8,1,67,8,1,10,6,3,19,10,18,0,0,4,1,3,0,17,7,1,1,1,0,6,0,1,1,1
13130,7,6,0,4,8,1,1,64,14,1,0,6,3,3,10,15,1,1,4,1,3,5,10,5,1,0,1,1,5,0,1,1,3
13131,15,1,0,1,5,18,1,71,7,1,1,6,3,2,5,12,0,0,4,1,2,0,8,0,0,1,1,0,1,0,1,1,1
13132,13,10,0,4,0,20,1,40,17,5,0,1,1,12,15,18,0,0,3,1,3,6,16,8,0,0,1,0,5,0,1,1,1
13133,15,6,0,2,12,0,2,26,17,3,10,5,1,14,10,18,4,0,2,1,4,5,10,5,1,0,1,0,5,0,1,1,10
13134,11,6,0,1,5,11,1,51,8,1,2,6,3,6,5,9,0,0,4,1,2,0,1,0,0,0,1,0,1,0,1,1,3
13135,17,6,0,4,11,0,1,52,20,2,0,1,1,6,5,15,1,0,4,1,2,5,8,5,1,0,1,0,1,0,1,1,1
13136,8,10,0,5,4,8,0,28,8,0,0,3,1,5,15,12,1,0,0,1,3,1,9,5,0,1,1,0,5,0,1,0,1
13137,10,10,0,3,5,18,1,49,7,2,3,2,1,7,5,9,0,0,2,1,3,5,13,8,0,0,0,0,5,0,1,1,5
13138,18,1,0,0,5,8,1,81,10,1,1,3,2,3,10,12,0,0,4,1,2,0,0,1,1,0,1,0,9,0,1,1,5
13139,17,0,0,1,4,15,1,62,7,1,2,3,3,5,10,6,0,0,4,1,3,0,10,6,0,0,3,0,5,0,1,1,6
13140,17,5,0,3,6,24,1,61,7,1,0,6,3,10,15,3,0,0,2,1,2,5,8,1,1,0,1,0,1,0,1,1,3
13141,4,1,0,0,15,2,0,83,10,0,0,0,1,11,15,18,0,1,4,1,2,0,8,0,1,1,1,1,0,0,1,1,4
13142,18,5,0,1,17,14,0,34,7,4,0,4,3,5,15,0,0,0,3,1,3,5,13,8,1,1,1,0,5,0,1,1,8
13143,16,10,0,3,5,24,1,83,8,1,9,0,1,15,15,15,0,0,4,1,3,2,13,8,1,0,1,0,5,0,1,1,5
13144,14,6,0,5,6,19,1,3,7,2,0,5,3,8,10,0,0,0,0,0,3,5,17,8,0,0,1,0,5,0,1,0,5
13145,16,10,0,4,15,18,3,82,13,3,3,3,1,10,0,0,0,1,4,1,3,0,10,6,1,0,1,1,7,0,1,1,1
13146,17,6,0,1,7,21,1,72,20,1,0,6,3,9,5,18,0,0,4,1,0,5,2,5,0,1,1,0,1,0,1,1,5
13147,10,10,0,4,0,20,0,35,14,1,9,4,3,6,10,12,1,0,2,1,0,1,1,0,0,1,1,0,2,5,1,1,1
13148,8,5,0,5,10,8,1,52,20,1,0,1,1,6,5,3,2,0,4,1,3,5,17,8,1,0,1,0,5,1,1,1,1
13149,14,6,0,1,9,12,1,39,11,2,0,1,1,9,5,18,2,0,4,1,2,5,4,2,1,0,1,0,9,1,1,1,2
13150,5,5,0,3,3,16,1,62,9,1,2,4,1,3,10,18,0,0,3,1,3,5,17,8,1,1,1,0,5,0,1,1,7
13151,20,0,0,0,10,22,3,25,20,3,1,2,2,9,10,18,0,0,4,0,4,5,17,8,0,0,3,0,7,0,1,1,4
13152,8,6,0,3,7,22,2,92,12,2,5,2,1,10,15,9,0,0,4,1,2,5,8,2,0,0,1,0,9,0,1,0,4
13153,12,6,0,1,10,15,0,53,9,0,0,0,1,2,15,9,1,0,0,1,3,5,17,5,1,0,1,0,7,0,1,0,4
13154,17,10,0,2,4,13,0,29,7,0,0,3,3,14,0,15,0,0,3,1,3,2,10,8,0,1,1,0,5,0,0,1,6
13155,1,6,0,0,7,5,1,35,13,1,1,6,1,3,15,3,0,0,3,1,2,5,0,2,0,1,1,0,1,0,1,1,1
13156,11,6,0,3,8,10,1,53,10,1,0,5,1,3,10,15,1,0,4,1,3,5,10,5,0,1,1,0,6,0,3,1,2
13157,1,0,0,0,6,21,1,56,10,1,0,3,1,5,10,15,0,0,4,1,0,5,1,0,0,0,1,0,1,0,1,1,4
13158,15,6,0,3,5,0,1,53,6,1,3,0,1,16,10,12,0,0,2,1,2,0,4,0,1,1,1,0,1,0,1,1,5
13159,16,6,0,4,4,17,1,66,6,1,11,0,3,15,10,18,0,0,3,1,3,7,10,6,0,1,1,0,7,0,1,1,1
13160,10,6,0,6,13,7,1,42,15,3,0,6,3,4,10,15,1,0,2,1,3,5,13,5,0,0,1,0,5,0,1,1,1
13161,20,6,0,0,12,0,0,58,16,0,0,2,1,11,10,9,0,0,2,1,2,5,8,2,1,0,1,0,9,0,1,1,4
13162,2,5,0,1,10,20,0,63,21,0,1,6,1,15,10,15,0,0,0,1,2,5,4,2,1,0,3,0,9,0,2,0,1
13163,18,5,0,3,11,6,1,36,16,1,0,5,1,6,15,18,1,0,0,1,4,5,10,5,1,0,1,0,5,0,1,0,2
13164,16,6,0,3,17,17,3,52,8,2,0,5,1,4,15,3,1,0,0,1,3,0,13,5,0,0,1,0,5,0,1,0,2
13165,20,0,0,2,0,20,0,40,22,1,0,5,3,6,10,6,0,0,2,0,2,5,1,0,0,0,0,0,1,0,1,1,1
13166,18,6,0,4,1,23,1,52,13,1,3,5,3,8,15,6,0,0,4,1,2,1,1,0,0,0,1,0,1,0,1,1,1
13167,17,5,0,4,11,0,1,87,9,1,0,4,1,11,5,18,1,1,4,1,3,5,13,5,0,0,1,1,5,0,1,1,1
13168,0,10,0,0,1,3,1,32,9,1,0,5,3,6,15,18,1,0,4,1,3,1,10,5,0,0,1,0,5,5,1,1,1
13169,20,10,0,2,5,21,1,98,10,1,9,6,2,15,10,18,0,0,3,1,3,6,15,6,0,1,1,0,7,5,1,1,7
13170,7,6,0,4,13,0,0,87,20,0,11,5,1,21,10,18,0,0,4,1,3,5,10,8,1,0,1,0,5,0,1,1,4
13171,12,1,1,3,10,16,3,18,12,6,4,6,1,5,5,3,0,0,2,1,2,5,8,2,0,0,1,0,9,0,1,0,8
13172,10,6,0,3,0,20,1,40,19,1,2,3,2,19,5,18,0,0,2,1,3,1,10,8,0,0,1,0,7,5,1,1,1
13173,20,10,0,0,11,22,0,28,12,0,9,5,1,15,5,18,0,0,4,1,3,0,16,8,0,0,1,0,7,0,1,1,1
13174,20,0,1,2,10,24,3,46,31,3,3,1,1,10,5,9,0,1,3,1,2,5,4,5,0,1,1,1,9,0,1,1,1
13175,11,10,0,1,11,1,0,79,24,1,2,6,1,9,10,15,0,0,4,1,2,5,8,1,0,0,1,0,9,0,1,1,1
13176,12,6,0,3,11,1,1,59,12,1,0,5,1,4,10,0,1,0,4,1,2,5,8,2,0,0,1,0,9,0,1,1,3
13177,3,0,0,1,15,15,1,31,9,1,2,4,1,10,5,18,0,0,0,1,3,5,17,8,0,1,1,0,8,1,1,0,1
13178,5,6,0,3,13,13,1,39,7,1,2,0,3,4,5,0,0,0,4,1,3,5,17,8,1,0,1,0,5,0,1,1,13
13179,16,6,0,0,14,11,0,11,12,0,0,3,1,3,15,9,1,0,0,1,2,7,1,5,0,0,1,0,1,0,1,0,1
13180,9,1,0,2,12,18,1,92,20,1,0,6,2,4,15,15,1,0,4,1,2,5,8,2,1,0,1,0,9,0,1,1,1
13181,18,10,0,3,2,13,2,99,9,4,11,2,1,16,5,18,0,1,2,1,3,6,17,8,1,0,1,1,7,0,1,1,8
13182,16,1,0,0,11,3,1,49,16,4,0,5,1,5,15,9,1,0,0,1,3,6,10,5,0,0,1,0,6,0,1,0,1
13183,3,6,0,2,4,7,0,77,7,2,3,2,1,7,10,18,0,1,4,1,2,0,1,0,0,0,1,1,1,0,1,1,1
13184,16,10,0,0,6,2,3,65,9,3,11,3,1,18,5,12,0,0,3,1,2,0,7,0,1,0,1,0,1,0,1,1,4
13185,9,10,0,0,15,12,1,44,7,1,2,2,1,5,10,12,0,1,0,1,2,5,6,0,1,0,1,1,1,0,1,0,4
13186,9,0,0,3,11,17,1,66,10,1,0,5,2,8,5,18,2,0,2,1,4,0,10,8,0,1,1,0,5,0,3,1,1
13187,4,6,0,2,17,1,1,71,14,0,0,5,1,7,5,15,1,0,2,1,2,5,4,2,1,0,1,0,0,0,1,1,1
13188,4,0,0,2,8,15,1,66,14,1,3,2,3,13,15,18,0,0,0,1,3,0,10,8,0,0,1,0,5,0,1,0,5
13189,13,10,0,2,15,20,1,52,11,1,6,6,2,10,5,12,0,0,0,1,2,0,8,2,0,0,1,0,1,0,1,0,1
13190,9,6,0,3,8,20,0,50,14,0,4,1,1,14,10,9,0,0,0,1,2,5,8,2,0,1,1,0,9,0,1,0,2
13191,1,10,0,1,4,2,1,39,9,1,0,2,1,3,15,18,0,0,4,1,0,0,0,0,1,0,1,0,1,0,1,1,9
13192,12,1,0,1,0,20,1,30,14,2,3,6,1,4,15,6,1,0,4,1,2,1,8,0,0,0,1,0,1,0,1,0,1
13193,7,1,0,4,8,17,2,32,7,2,5,5,1,9,5,9,0,0,0,1,2,5,1,5,0,0,1,0,1,0,1,0,5
13194,1,6,0,1,18,16,1,68,15,1,3,6,1,12,10,15,0,0,4,1,2,5,1,2,0,1,1,0,0,0,2,1,8
13195,4,10,0,0,16,11,0,25,9,0,0,4,3,4,10,15,0,0,4,3,2,5,8,1,0,0,1,0,1,0,1,1,2
13196,17,6,0,0,10,19,1,90,14,3,5,1,1,16,15,18,0,1,4,1,0,5,1,1,0,1,1,1,9,0,1,1,4
13197,17,1,0,6,17,18,1,73,7,1,0,5,2,15,15,18,0,0,4,1,3,0,10,6,1,0,1,0,6,0,1,1,6
13198,8,10,0,2,1,23,1,53,12,1,2,2,1,19,5,15,0,0,4,3,2,1,2,0,1,1,1,0,1,0,1,1,1
13199,9,1,0,0,13,9,0,86,10,0,0,4,1,7,5,3,0,0,4,1,2,5,3,2,1,1,1,0,0,0,1,1,1
13200,17,5,0,2,17,16,1,19,8,1,4,5,1,9,10,18,0,0,2,1,3,0,10,6,1,1,1,0,5,0,1,1,1
13201,18,1,0,4,7,24,0,67,15,0,6,5,1,9,15,18,0,0,4,1,3,0,10,6,1,0,3,0,7,0,1,1,4
13202,10,1,0,1,15,16,1,89,8,1,2,6,3,12,15,15,0,0,4,3,2,3,8,0,0,0,1,0,1,1,1,1,7
13203,15,5,0,3,2,19,1,75,18,1,1,6,1,10,5,9,0,1,4,1,3,5,13,8,1,0,1,1,6,1,2,1,1
13204,8,1,0,3,6,5,1,49,9,1,0,0,1,2,15,6,1,0,4,1,0,1,8,0,1,0,1,0,1,0,1,0,6
13205,16,10,0,5,5,0,1,96,7,1,2,4,1,18,5,9,0,1,4,1,2,1,8,0,1,1,1,1,1,0,1,1,4
13206,2,10,0,1,11,10,1,22,12,1,0,6,2,1,10,18,1,0,0,1,2,5,0,2,1,0,1,0,1,0,3,0,4
13207,17,6,0,3,14,9,2,98,8,2,3,4,1,17,15,6,0,1,4,1,3,5,17,8,1,0,1,1,7,0,1,1,10
13208,2,10,0,1,4,11,1,28,5,1,1,6,3,11,15,15,0,0,4,1,2,0,1,0,0,1,1,0,1,0,0,1,1
13209,1,6,0,1,2,0,0,39,9,0,1,0,1,13,5,15,1,0,4,1,3,1,10,5,1,0,1,0,5,1,1,0,8
13210,6,10,0,4,4,18,1,57,5,1,5,2,3,11,10,9,0,0,4,1,3,0,13,8,0,0,1,0,7,0,1,1,2
13211,16,5,0,1,6,7,1,70,7,1,0,3,1,4,0,12,1,0,2,1,4,0,10,5,0,1,1,0,5,0,1,1,1
13212,0,1,0,0,15,18,1,70,8,2,0,2,1,4,15,6,0,1,0,1,4,5,17,8,0,1,1,1,5,0,1,0,4
13213,11,6,0,4,17,16,1,63,7,1,0,0,1,11,10,0,2,1,4,1,3,5,10,8,1,1,1,1,5,0,3,1,7
13214,1,6,0,1,10,16,0,37,12,0,5,5,1,10,10,9,0,0,0,1,2,5,1,2,1,1,1,0,1,0,1,0,4
13215,0,1,0,0,18,14,1,2,29,4,0,3,3,3,15,18,1,0,3,1,0,0,8,5,0,0,1,0,1,0,1,1,1
13216,23,1,0,0,12,16,0,43,15,0,0,6,1,3,0,18,0,0,4,1,2,2,8,2,0,1,1,0,9,0,0,1,4
13217,19,5,0,2,6,12,4,32,8,4,4,5,1,4,10,12,0,0,2,1,3,5,17,8,0,1,1,0,7,0,1,1,12
13218,6,0,0,4,6,15,0,90,11,0,0,3,1,12,10,9,0,0,4,1,3,4,17,8,0,0,1,0,5,0,1,1,2
13219,4,5,0,0,6,1,1,27,9,1,0,2,3,1,5,18,2,0,4,1,0,0,1,0,1,1,1,0,0,0,3,1,1
13220,10,10,0,1,14,17,1,1,10,1,7,4,3,15,5,3,0,0,0,1,0,5,1,5,0,0,1,0,1,0,1,0,1
13221,12,0,0,0,13,0,0,89,15,0,4,4,1,12,5,18,0,0,4,1,2,5,8,2,0,0,1,0,1,0,1,1,1
13222,18,1,0,0,18,0,1,21,19,1,10,5,3,16,10,12,4,0,3,1,3,0,17,5,1,1,1,0,5,0,1,1,5
13223,5,5,0,1,5,22,1,41,8,1,4,5,1,9,5,9,0,0,4,1,3,0,9,6,0,0,1,0,5,0,1,1,7
13224,20,1,0,2,18,19,1,70,18,1,0,3,1,14,0,18,2,0,4,1,3,5,17,8,1,1,1,0,7,0,1,1,1
13225,14,1,0,0,5,7,1,65,9,1,0,5,1,2,10,18,0,0,4,1,2,0,4,0,0,1,1,0,1,0,1,1,1
13226,18,1,0,2,10,4,1,50,24,1,0,5,3,4,15,15,2,0,3,1,1,5,1,2,1,0,1,0,1,0,1,1,1
13227,9,1,0,0,4,12,1,78,7,4,0,6,1,12,15,18,0,1,3,1,5,2,13,8,0,0,1,1,5,2,2,0,13
13228,17,6,0,1,0,21,1,43,13,1,3,1,1,9,5,15,3,0,3,1,3,1,17,5,0,0,1,0,5,0,0,1,1
13229,5,6,0,2,7,7,3,74,17,4,0,3,1,12,5,6,2,1,4,1,3,5,10,8,0,0,1,1,5,0,1,1,11
13230,21,0,0,2,12,8,5,83,18,6,2,3,1,15,5,12,0,1,4,1,2,2,8,2,1,0,1,1,0,0,1,1,1
13231,13,1,0,0,5,18,1,97,8,1,0,5,3,2,5,9,2,0,4,1,2,0,1,0,0,0,1,0,9,0,0,1,1
13232,22,6,0,1,14,17,1,31,12,5,2,5,1,9,5,0,0,0,3,1,2,5,3,5,0,0,1,0,1,0,1,1,1
13233,21,1,1,3,10,7,4,90,20,4,1,3,1,9,5,18,0,1,2,1,3,5,17,8,0,0,3,1,5,0,1,1,1
13234,4,1,0,2,13,17,0,79,20,0,2,5,3,6,15,18,0,0,2,1,2,5,8,2,0,1,1,0,9,0,1,1,1
13235,7,1,0,5,8,22,0,67,13,0,5,4,3,12,0,18,0,0,0,1,2,7,1,5,0,1,1,0,1,5,1,0,4
13236,17,1,0,0,3,8,2,15,10,2,0,2,1,7,15,18,1,0,0,1,3,5,9,5,1,1,1,0,7,0,1,0,4
13237,6,5,0,4,5,7,1,88,8,1,3,1,1,16,5,15,0,0,2,1,3,5,10,8,0,0,1,0,5,0,1,1,1
13238,10,1,0,1,14,7,0,64,16,0,0,2,3,2,15,18,1,0,0,1,2,5,8,2,1,1,3,0,1,0,1,0,4
13239,11,6,0,2,2,18,1,98,25,1,8,3,1,14,5,9,0,0,4,1,0,2,4,5,0,1,1,0,9,0,1,1,7
13240,14,5,0,0,5,17,1,95,8,1,10,5,3,18,5,18,0,0,2,1,3,0,10,6,1,1,1,0,6,0,1,1,1
13241,6,6,0,5,3,24,1,75,8,1,0,5,3,14,10,12,0,0,4,1,2,6,1,0,1,1,1,0,1,0,1,1,1
13242,16,10,0,0,2,14,1,28,10,1,8,2,1,7,5,3,0,0,4,1,2,0,6,5,0,0,1,0,9,0,1,1,2
13243,18,1,0,5,5,17,1,99,9,1,9,6,2,16,5,6,0,0,2,1,2,0,1,1,0,1,1,0,1,1,1,1,1
13244,20,6,0,1,10,12,2,14,3,2,2,6,1,2,10,3,0,1,2,1,3,5,10,8,1,1,1,1,5,0,1,1,22
13245,17,6,0,3,7,20,0,76,13,0,11,3,1,19,5,18,0,0,4,1,3,5,17,8,1,0,3,0,5,0,1,1,2
13246,17,10,0,2,5,19,1,76,11,1,0,4,3,13,5,12,0,0,4,1,0,0,1,1,1,1,1,0,1,0,1,1,1
13247,13,0,0,1,18,16,0,64,8,0,6,2,1,7,5,9,0,0,4,1,2,5,8,1,1,1,1,0,1,0,1,1,1
13248,20,1,0,2,7,1,1,28,12,4,4,3,1,9,15,3,0,0,3,1,3,5,17,8,1,0,1,0,5,0,1,1,2
13249,16,6,0,5,13,15,0,97,11,0,4,2,1,14,5,12,0,0,2,1,3,5,10,8,0,1,1,0,5,0,2,1,3
13250,22,6,0,3,11,2,3,49,17,3,3,5,1,12,10,18,0,0,3,1,3,5,14,8,1,0,1,0,5,0,1,1,2
13251,21,10,0,3,18,16,0,52,12,0,0,2,1,16,5,3,0,0,2,1,2,5,8,2,0,0,1,0,1,0,1,1,7
13252,14,5,1,1,7,14,1,66,23,1,2,5,3,3,15,9,0,0,4,1,3,5,17,8,0,0,1,0,5,0,1,1,1
13253,19,1,0,1,12,4,0,45,12,0,0,2,1,3,5,9,1,0,4,1,2,0,8,2,1,1,1,0,9,2,1,1,2
13254,0,6,0,0,13,20,0,68,7,0,0,3,1,4,15,9,1,0,0,1,3,5,10,5,1,0,1,0,7,0,1,0,1
13255,13,6,0,3,5,18,2,81,6,2,8,2,1,15,10,15,0,0,0,1,4,5,10,8,0,1,1,0,7,0,1,0,2
13256,6,1,0,0,4,0,1,84,8,1,0,5,1,11,10,9,2,0,4,3,2,3,8,1,0,1,1,0,1,0,1,1,4
13257,8,0,0,5,6,16,1,60,8,1,0,2,1,3,15,18,0,0,2,1,0,2,1,0,1,0,1,0,1,0,1,1,5
13258,13,1,0,0,5,16,0,38,8,0,0,0,2,8,10,15,1,0,3,1,3,1,13,5,1,0,0,0,5,0,1,1,4
13259,3,6,0,2,7,3,2,67,11,3,3,2,1,9,15,0,0,0,3,1,2,2,1,1,1,0,1,0,1,0,1,1,4
13260,12,10,0,0,3,17,0,87,6,0,5,3,1,19,0,12,0,0,2,1,2,5,8,0,1,0,1,0,1,0,1,1,2
13261,7,10,0,1,8,3,1,82,15,4,5,1,1,5,10,18,0,0,4,1,3,5,9,8,1,0,1,0,7,0,1,1,8
13262,17,1,0,0,13,0,1,31,10,1,0,6,1,2,5,3,0,0,4,1,3,5,10,8,0,0,1,0,7,0,1,1,1
13263,10,6,0,7,8,8,1,93,14,1,2,0,1,10,15,18,0,0,4,1,0,0,2,5,0,0,1,0,1,0,3,1,6
13264,17,6,0,1,4,20,0,46,8,0,0,2,1,13,15,9,0,0,0,1,4,6,10,6,1,0,1,0,7,0,1,0,7
13265,12,5,0,0,16,19,0,52,7,0,8,2,1,17,15,12,0,0,4,1,2,0,8,0,1,0,1,0,1,0,1,1,1
13266,18,6,0,4,0,20,1,28,11,2,1,0,1,8,15,18,1,0,4,1,3,5,10,5,0,1,1,0,5,0,1,0,1
13267,18,5,0,0,5,21,1,46,7,2,1,2,1,7,10,18,0,0,3,1,3,0,9,6,1,0,1,0,5,0,1,0,3
13268,19,6,0,2,6,13,0,84,13,0,0,3,1,15,5,12,0,1,4,1,3,7,12,6,0,1,1,1,5,0,1,1,5
13269,3,1,0,2,4,15,1,85,8,1,0,6,2,9,15,12,2,1,4,1,3,1,10,8,0,1,1,1,7,5,1,1,8
13270,15,1,0,4,6,7,2,55,9,4,4,0,3,8,5,6,0,0,3,1,3,0,17,6,1,0,1,0,7,0,1,1,1
13271,7,6,0,4,8,1,1,70,8,1,0,3,1,5,10,18,1,0,0,1,2,5,8,2,0,1,1,0,1,0,1,0,4
13272,6,6,0,1,14,15,1,66,11,1,0,6,1,10,0,18,2,1,4,1,3,5,13,8,0,0,1,1,5,0,1,1,1
13273,2,5,0,1,14,7,0,32,11,2,0,5,1,7,5,9,1,0,0,1,3,5,10,5,1,1,1,0,5,0,1,0,2
13274,5,1,0,3,18,16,1,48,10,1,0,6,1,3,10,18,1,0,0,1,2,5,8,0,1,0,1,0,1,0,3,0,1
13275,20,10,0,0,1,21,1,47,15,0,3,6,1,4,10,18,0,0,4,1,3,5,9,8,1,1,1,0,5,0,1,1,16
13276,5,1,0,0,16,16,1,43,6,1,0,5,1,4,10,15,1,0,2,1,2,5,1,0,1,1,1,0,1,0,1,1,1
13277,20,10,0,4,12,15,1,84,23,2,3,5,1,7,10,15,0,0,4,1,2,5,8,2,1,1,1,0,9,0,1,1,1
13278,4,10,0,2,3,1,0,53,1,0,0,3,3,3,15,15,1,0,4,1,3,5,17,5,1,0,1,0,5,0,1,1,1
13279,1,6,0,0,9,14,1,11,17,4,4,3,1,6,5,12,0,0,4,1,3,5,9,8,1,0,1,0,5,0,1,1,10
13280,6,5,0,1,7,6,1,18,10,1,0,3,1,4,5,6,1,0,4,1,2,5,1,2,1,1,1,0,9,0,1,1,3
13281,1,1,0,1,10,22,1,51,19,1,0,4,3,1,5,3,1,0,3,1,3,5,13,5,1,0,1,0,5,0,1,1,5
13282,10,10,0,4,1,21,1,44,10,2,0,5,1,9,15,3,0,0,4,3,2,1,1,0,0,0,1,0,1,5,0,1,1
13283,2,10,0,1,17,16,1,47,9,5,2,2,1,6,15,12,0,0,4,1,3,5,10,8,0,0,1,0,5,0,2,1,22
13284,4,0,1,2,12,10,2,30,34,2,5,5,3,12,5,18,0,0,4,1,2,5,8,2,1,0,1,0,9,0,1,1,4
13285,17,1,0,5,4,9,0,93,8,0,4,2,2,13,15,18,0,1,4,3,3,1,17,8,1,1,1,1,5,0,1,1,1
13286,20,10,0,4,13,6,1,62,27,1,0,5,1,5,5,15,2,0,4,1,2,2,8,2,1,0,1,0,9,0,1,1,4
13287,6,10,0,4,7,2,1,92,13,1,0,4,3,11,0,15,0,0,2,1,2,0,1,2,0,0,1,0,1,0,1,1,1
13288,4,1,0,3,3,1,0,89,7,0,0,6,1,1,10,9,1,0,4,1,3,7,14,5,1,0,1,0,5,0,1,1,4
13289,3,5,0,3,1,23,1,52,14,2,9,6,2,6,15,6,0,0,4,1,2,1,1,0,0,0,1,0,1,5,1,1,1
13290,15,10,0,1,2,11,3,66,9,3,9,6,1,11,10,15,0,1,4,1,2,5,1,5,0,0,1,1,9,6,1,1,1
13291,17,10,0,0,0,20,1,37,16,1,1,6,2,11,15,0,1,0,3,1,3,1,10,5,0,0,1,0,7,0,1,1,8
13292,19,10,0,0,12,1,3,54,18,5,4,5,4,12,15,12,0,1,2,1,3,2,17,8,0,1,1,1,5,0,1,1,1
13293,4,1,0,3,18,21,1,38,7,1,0,5,3,6,15,12,0,0,4,1,3,5,10,8,1,0,1,0,5,0,1,1,1
13294,15,1,0,1,11,3,1,26,12,1,0,0,1,1,10,6,1,0,4,1,3,5,13,5,0,0,1,0,5,0,1,1,6
13295,19,0,0,4,14,3,0,69,17,0,6,4,3,19,15,12,0,0,2,1,3,5,17,8,1,0,1,0,6,0,1,1,4
13296,10,5,0,6,7,2,1,82,13,2,1,4,2,6,5,12,0,0,3,1,3,5,17,8,1,1,1,0,7,0,1,1,7
13297,17,10,0,1,12,5,1,99,16,1,7,3,1,21,15,18,0,0,4,1,3,5,17,8,0,0,1,0,5,0,1,1,5
13298,0,10,0,0,18,6,1,28,11,5,0,2,1,5,10,18,1,0,0,1,3,5,17,5,0,0,1,0,5,0,1,0,1
13299,13,6,0,3,5,19,1,44,8,2,0,2,1,3,10,12,1,0,2,1,3,0,17,5,1,1,1,0,5,0,1,1,3
13300,19,6,0,1,8,3,1,98,19,1,11,2,2,17,10,18,0,0,2,1,3,0,10,6,0,1,1,0,5,0,1,1,1
13301,12,0,0,0,0,20,2,37,14,5,0,5,1,4,10,18,0,0,2,1,4,1,13,8,0,1,1,0,5,5,1,1,8
13302,6,10,0,4,16,7,0,77,6,0,1,0,1,3,10,12,2,1,4,1,3,0,13,8,1,1,1,1,7,0,1,1,4
13303,16,6,0,4,7,8,3,97,13,3,0,6,1,12,10,6,2,0,4,1,3,5,10,8,0,0,1,0,5,0,1,0,6
13304,15,10,0,2,4,10,1,38,7,4,7,2,3,9,10,15,0,0,2,1,3,6,17,8,0,0,1,0,5,0,1,1,14
