Id,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,Score
19523,17,6,a,a,0,3,2,d,b,16,c,a,1,72,b,14,f,3,3,a,5,a,1,b,a,12,a,a,b,15,18,b,8
19524,0,6,b,a,0,0,13,a,b,8,a,a,0,62,i,9,f,0,0,a,6,b,1,b,a,4,b,f,b,10,15,a,1
19525,9,6,a,b,0,6,5,e,b,17,d,g,1,82,n,5,g,1,2,b,2,a,2,d,b,9,f,a,b,0,12,b,2
19526,17,10,a,a,0,2,11,d,b,16,c,f,1,69,a,11,a,1,1,b,2,a,1,b,a,5,d,a,b,5,6,b,1
19527,6,1,a,a,0,0,4,e,b,11,c,g,1,47,i,6,a,1,0,b,6,b,3,b,a,5,b,a,b,5,3,b,1
19528,3,5,a,a,0,2,6,a,b,16,d,a,1,47,l,9,g,2,2,b,2,a,1,b,a,7,g,a,b,10,15,a,10
19529,17,5,a,a,0,1,0,e,b,20,d,b,0,29,j,11,i,4,3,b,6,a,1,b,a,16,f,a,b,10,9,a,5
19530,2,10,b,a,0,1,6,e,b,10,a,f,0,98,e,11,a,0,0,b,4,a,1,b,a,3,b,a,d,15,9,b,6
19531,8,10,a,a,0,1,3,d,b,16,c,f,3,44,b,8,c,3,5,b,5,a,3,b,a,12,b,a,b,0,9,b,2
19532,0,1,c,a,0,0,5,e,b,5,c,a,1,50,i,8,a,1,0,a,5,a,3,b,a,5,a,a,b,5,6,b,1
19533,16,10,a,a,0,4,6,e,b,16,c,a,1,65,b,6,a,1,4,a,4,a,1,b,a,11,b,a,b,15,15,b,2
19534,16,1,a,a,0,3,3,e,b,3,b,f,1,89,c,10,a,3,3,a,2,a,3,b,a,8,b,a,b,10,18,b,1
19535,2,10,b,a,0,1,13,e,b,9,a,c,0,83,i,14,a,0,0,b,3,b,2,b,a,2,b,e,b,10,9,b,1
19536,9,1,a,a,0,1,7,d,b,20,d,h,1,59,r,11,g,1,0,a,6,a,2,b,a,16,f,a,c,5,3,b,16
19537,22,6,a,a,0,8,13,e,b,7,c,f,0,55,i,13,c,2,0,a,5,b,1,b,a,10,j,h,b,5,18,b,6
19538,16,1,a,a,0,0,14,c,b,4,d,f,1,44,m,6,i,1,6,a,5,a,1,b,a,17,f,a,b,10,9,b,8
19539,2,1,a,a,0,1,7,c,b,7,c,a,1,63,b,12,f,2,0,b,1,a,1,b,a,5,b,a,b,5,12,b,1
19540,21,6,b,a,0,3,14,a,b,1,c,f,1,82,a,16,a,1,0,a,2,a,1,b,a,13,b,a,b,5,15,a,4
19541,11,6,a,b,2,2,10,e,b,18,d,f,4,72,l,7,i,6,4,a,5,a,1,b,b,10,h,a,b,10,3,b,6
19542,15,10,a,a,0,3,13,c,d,17,d,f,1,80,k,9,i,1,4,b,3,a,1,b,a,14,f,a,b,15,6,b,1
19543,16,10,a,a,0,1,3,e,b,11,c,a,1,66,g,8,a,1,0,b,5,a,3,b,a,14,a,a,b,5,18,b,1
19544,17,6,a,a,0,1,5,e,b,18,d,a,1,31,k,7,g,1,7,a,5,a,1,b,a,11,h,a,b,10,12,b,2
19545,18,5,a,a,0,2,10,e,b,18,c,f,5,28,e,18,c,5,3,a,2,a,1,b,a,12,j,a,b,10,15,b,1
19546,5,10,c,a,0,3,7,e,d,11,a,f,1,83,b,12,f,4,0,b,1,b,1,b,a,6,b,a,b,0,12,b,1
19547,14,10,a,a,0,2,5,e,b,19,d,a,2,50,k,7,g,2,4,a,5,b,3,b,a,8,h,a,b,10,12,b,7
19548,3,6,a,b,0,2,5,e,b,17,e,a,1,60,k,6,h,2,1,a,6,b,1,b,b,11,f,a,b,0,0,b,1
19549,15,10,c,b,0,1,6,e,b,6,d,a,1,55,k,8,i,1,0,b,2,a,3,b,b,6,f,a,b,5,15,b,2
19550,9,1,e,a,0,1,16,c,b,14,c,a,2,60,i,6,a,2,6,a,5,b,1,b,a,12,b,a,b,5,15,b,3
19551,8,1,a,a,0,0,18,e,b,1,c,h,1,38,a,15,a,1,4,b,2,a,3,b,a,13,b,a,b,5,15,b,1
19552,14,1,a,a,0,3,3,c,b,5,c,f,1,90,b,8,a,1,8,b,4,a,1,b,a,14,b,a,b,15,15,b,5
19553,3,10,a,a,0,0,8,e,b,11,a,f,1,32,i,4,c,1,0,a,0,a,2,b,a,5,b,a,b,5,9,b,4
19554,4,1,a,a,0,3,3,a,b,22,d,a,1,51,r,7,i,2,3,a,6,a,3,b,a,10,f,a,b,5,18,b,1
19555,6,1,a,a,0,4,8,a,b,7,d,f,2,46,q,14,i,2,4,a,2,b,3,b,a,13,h,a,d,10,12,a,1
19556,13,5,a,a,0,2,5,e,b,19,d,a,0,88,r,8,g,0,9,a,5,b,3,b,a,16,f,a,b,5,18,b,3
19557,17,1,c,b,0,3,10,e,b,13,d,f,1,76,r,7,i,1,0,b,1,a,1,b,b,4,f,a,b,15,0,b,13
19558,16,6,b,a,0,3,9,e,b,16,d,f,1,24,r,13,f,1,0,a,0,b,1,d,a,1,f,b,b,15,12,b,5
19559,4,1,a,a,0,1,7,a,b,16,d,h,1,27,k,14,g,1,2,a,2,a,1,b,a,5,f,a,b,15,15,a,3
19560,17,10,a,a,0,4,1,e,b,12,d,f,0,71,k,10,i,0,1,a,2,a,1,b,a,5,h,a,b,15,0,b,2
19561,21,10,b,a,0,0,2,a,b,7,c,f,0,49,i,12,c,0,0,a,2,a,1,b,a,9,j,a,d,5,0,a,4
19562,11,5,a,a,0,0,8,e,d,16,b,h,1,97,b,12,b,1,9,b,3,b,1,b,a,13,b,a,c,5,9,b,5
19563,5,1,b,a,0,3,11,a,b,1,c,h,1,5,e,16,c,1,0,b,3,a,1,b,a,1,j,a,b,15,18,a,4
19564,14,10,a,a,0,5,15,d,b,6,c,a,0,41,a,7,a,0,7,a,6,a,2,b,a,12,b,a,b,0,18,b,8
19565,15,10,c,a,0,2,17,e,b,18,c,a,0,48,i,10,c,0,0,a,0,a,3,b,a,10,j,a,c,15,9,b,12
19566,7,1,a,a,0,5,7,d,b,7,d,f,3,46,q,8,i,3,6,b,1,a,1,b,a,10,l,a,c,15,18,b,19
19567,11,6,b,a,0,3,11,a,b,4,c,f,1,26,i,10,f,3,0,a,2,b,1,b,a,2,j,a,b,5,9,a,4
19568,10,1,b,a,0,3,3,e,b,2,d,f,1,90,j,6,f,1,0,b,2,a,2,b,a,17,f,a,b,10,15,b,13
19569,20,6,c,a,0,0,9,e,b,16,c,h,3,44,i,11,c,3,0,a,5,b,0,b,a,11,j,a,b,5,3,b,5
19570,8,6,c,a,0,3,3,e,b,5,e,f,1,98,k,8,i,1,0,b,1,b,1,b,a,12,f,b,b,5,0,a,1
19571,16,10,a,b,1,1,10,e,b,17,c,f,2,66,b,14,c,2,0,a,5,a,1,b,b,12,j,a,b,5,12,b,5
19572,17,6,a,a,0,3,2,e,b,11,a,a,2,44,a,15,f,2,7,b,6,a,1,a,a,15,j,a,b,0,12,b,7
19573,18,1,a,b,0,2,5,c,b,22,c,f,1,80,b,11,d,1,1,b,5,a,2,b,b,10,b,a,c,15,0,b,3
19574,10,10,a,a,0,0,11,e,b,21,c,f,3,52,b,9,a,3,7,b,3,a,1,b,a,12,b,a,c,5,9,b,4
19575,1,6,a,a,0,1,6,a,d,7,d,a,1,51,r,10,g,1,0,a,6,a,3,b,a,3,f,a,b,10,9,a,1
19576,16,10,b,a,0,1,8,e,b,8,d,h,1,64,r,14,f,3,0,b,3,a,1,b,a,5,i,a,b,15,3,b,4
19577,0,6,b,a,0,0,15,e,b,20,d,f,1,39,l,8,f,2,0,b,2,b,1,b,a,3,f,a,b,15,0,b,5
19578,16,10,c,b,0,2,4,e,b,13,d,a,1,42,k,7,i,1,0,a,3,b,2,b,b,5,h,a,b,5,18,b,8
19579,6,0,c,a,0,4,7,e,b,13,d,f,2,44,r,11,i,4,0,a,5,a,1,b,a,8,h,a,b,5,18,b,4
19580,4,1,a,a,0,3,3,c,b,16,c,f,1,57,i,4,a,1,2,a,0,a,1,b,a,5,b,a,b,5,15,a,5
19581,7,0,a,a,0,2,9,d,b,1,d,f,1,35,r,15,i,1,0,a,6,a,1,b,a,3,g,a,c,5,18,b,1
19582,3,1,a,a,0,1,0,c,b,20,a,b,1,41,b,14,a,3,3,b,6,b,3,b,a,6,b,a,b,0,12,b,1
19583,2,6,a,a,0,0,6,e,b,12,c,a,0,36,i,8,a,0,3,b,5,b,3,b,a,17,b,a,b,10,18,b,2
19584,20,6,b,b,0,2,12,e,b,0,c,a,0,45,i,20,c,0,0,a,3,b,1,b,b,13,b,e,b,10,12,b,2
19585,11,1,a,a,0,1,10,a,b,20,c,f,1,15,a,10,a,2,4,a,1,b,2,b,a,10,j,a,b,10,0,a,5
19586,20,5,a,a,0,6,11,e,b,0,c,f,0,61,i,9,c,0,0,a,6,a,2,b,a,4,j,a,b,10,15,b,4
19587,5,10,a,a,0,0,18,c,b,24,d,f,2,34,r,16,i,2,11,a,3,b,1,b,a,18,h,b,b,5,15,b,4
19588,22,6,c,a,0,2,7,e,b,7,d,f,1,65,k,9,i,2,0,a,6,a,1,b,a,4,f,a,b,10,3,b,12
19589,17,1,b,a,0,1,8,a,b,7,c,h,0,26,a,11,f,0,0,a,4,a,1,b,a,7,b,a,b,5,9,a,3
19590,9,5,c,b,0,2,1,e,b,22,b,b,2,49,c,17,a,3,0,b,5,a,1,b,a,10,b,f,b,10,9,b,1
19591,13,1,b,a,0,5,6,a,d,23,c,f,1,52,i,7,a,1,0,a,4,b,1,b,a,6,b,b,b,10,15,a,4
19592,14,10,b,a,0,1,8,e,b,14,c,h,1,51,b,13,f,2,0,b,2,a,1,b,a,3,b,a,b,5,15,b,1
19593,6,6,a,a,0,1,0,e,b,20,c,b,1,26,a,12,a,1,1,b,5,b,2,b,a,10,b,f,b,10,18,a,1
19594,17,6,b,a,0,4,11,e,b,13,c,f,1,54,a,13,c,1,0,a,1,a,1,b,a,10,j,a,b,5,15,b,1
19595,6,0,a,a,0,4,3,c,b,16,c,f,0,46,i,7,a,0,5,b,1,a,3,b,a,11,b,a,b,15,0,b,4
19596,10,10,a,a,0,2,1,e,b,23,d,b,1,53,k,20,i,0,5,a,5,a,2,a,a,11,g,f,b,10,15,b,1
19597,19,1,a,b,0,3,5,e,b,10,d,f,1,97,l,7,i,1,6,a,5,a,3,b,b,21,f,a,b,5,18,b,10
19598,2,10,a,b,0,1,4,a,b,16,c,b,0,41,a,7,a,1,2,a,2,a,2,b,b,7,b,a,b,5,3,a,1
19599,16,1,b,a,0,0,5,e,b,0,d,a,1,41,k,9,f,1,0,a,3,a,3,b,a,4,f,a,b,10,9,b,1
19600,6,1,a,a,0,3,10,a,b,20,d,f,1,51,n,14,i,1,11,a,3,a,1,b,a,19,f,a,b,5,9,a,1
19601,16,1,c,a,0,4,10,e,b,21,d,f,0,97,r,5,i,0,0,a,2,a,1,c,a,20,f,a,a,5,15,b,24
19602,18,5,a,a,0,0,13,a,b,20,c,g,5,67,a,11,f,6,5,b,3,a,3,b,a,17,a,c,b,10,15,a,1
19603,6,6,a,a,0,3,8,e,b,0,d,f,0,45,k,13,i,1,0,a,2,a,1,b,a,7,f,a,b,15,18,b,1
19604,7,10,b,a,0,0,5,e,b,19,d,a,1,18,k,8,f,3,0,b,2,a,3,b,a,4,f,a,b,15,9,b,1
19605,16,10,a,a,0,1,0,d,b,21,c,b,1,42,i,14,a,4,1,a,4,a,1,b,a,14,j,a,b,15,18,b,2
19606,18,6,b,a,0,1,7,e,b,17,c,f,1,72,d,18,f,1,0,b,5,a,1,b,a,4,a,a,b,5,0,b,1
19607,19,1,a,a,0,1,8,c,b,15,c,f,1,64,e,9,a,1,6,b,2,a,2,a,a,11,b,a,b,10,9,b,2
19608,9,1,a,b,0,3,11,d,b,18,d,f,3,62,r,9,i,5,6,a,6,a,1,b,b,14,h,a,b,5,15,b,22
19609,0,10,a,a,0,0,16,c,b,9,d,f,0,40,k,6,i,1,0,a,5,a,1,b,a,8,f,b,b,15,6,a,1
19610,21,6,a,a,0,1,12,d,b,18,c,c,0,56,i,22,f,0,2,b,3,a,1,b,a,21,j,a,b,5,15,a,4
19611,2,5,b,a,0,1,2,a,b,10,c,c,1,65,e,20,f,1,0,b,1,a,3,b,a,4,b,a,b,15,12,a,4
19612,17,5,a,a,0,2,18,a,b,20,c,f,1,62,a,8,a,2,2,a,2,b,1,b,a,8,j,a,b,10,9,a,1
19613,5,5,a,a,0,3,16,e,b,14,d,a,1,55,k,8,g,1,0,b,1,b,3,b,a,7,h,a,b,15,18,b,7
19614,18,6,a,a,0,0,6,c,b,15,c,f,2,46,i,7,a,2,3,a,5,b,1,b,a,7,j,a,b,5,15,a,6
19615,12,1,a,a,0,1,3,a,b,7,c,a,1,61,i,7,a,2,9,a,3,a,1,b,a,17,b,a,b,5,3,a,6
19616,6,10,a,a,0,4,2,c,b,17,d,d,1,80,r,11,i,1,4,b,2,b,1,b,a,17,f,b,b,5,9,b,1
19617,19,0,b,a,0,4,11,e,b,0,c,f,2,66,i,36,a,3,0,b,2,a,1,b,a,10,j,a,b,15,18,b,1
19618,0,1,b,b,0,0,16,d,b,1,c,f,1,77,i,7,b,1,0,a,2,a,1,b,b,3,b,a,b,15,9,b,4
19619,7,6,a,a,0,4,3,e,b,3,d,f,0,56,k,4,i,0,0,b,6,a,3,b,a,5,f,a,b,5,15,b,9
19620,5,0,c,b,0,1,7,e,b,23,c,f,0,78,e,19,f,0,0,b,6,a,1,b,b,5,a,a,b,15,18,a,1
19621,17,1,a,a,0,5,2,a,b,0,d,a,1,95,r,14,g,3,3,b,3,a,1,b,a,6,f,a,b,15,18,a,7
19622,21,10,b,a,0,1,18,c,b,0,d,h,1,63,r,23,f,1,0,a,3,a,1,a,a,2,f,a,b,10,0,b,4
19623,5,0,a,a,0,3,16,c,b,0,d,f,0,68,r,7,i,0,4,b,4,b,2,b,a,11,f,a,b,10,3,b,1
19624,21,0,e,a,0,3,14,c,b,0,e,f,0,7,k,15,f,0,1,b,6,b,1,b,a,6,f,a,b,5,15,b,16
19625,15,5,a,a,0,1,13,c,b,16,d,a,1,80,j,18,g,1,10,b,5,a,1,b,a,17,h,c,b,5,15,b,1
19626,16,10,a,a,0,1,14,e,b,15,c,f,1,34,a,8,b,1,0,b,5,a,1,b,a,10,b,a,b,5,18,b,7
19627,3,0,a,a,0,2,7,c,b,0,c,h,1,45,c,12,c,1,1,b,2,b,1,b,a,4,j,a,b,5,15,b,4
19628,18,10,a,b,0,0,18,e,b,0,d,f,1,46,r,10,i,2,0,a,0,a,1,b,b,7,f,a,b,10,18,b,2
19629,10,10,a,b,0,0,5,d,b,23,c,c,2,61,b,9,a,4,0,a,5,a,1,b,b,7,b,a,b,10,12,b,2
19630,2,6,a,a,0,1,4,e,b,14,c,f,0,31,b,8,a,0,0,b,6,a,1,b,a,6,b,a,b,15,6,b,7
19631,17,5,b,a,0,6,1,e,b,24,d,f,1,59,r,12,f,0,2,a,3,b,2,b,a,3,f,a,b,15,3,b,4
19632,18,1,b,a,0,3,18,a,b,11,c,c,1,57,a,16,c,2,0,b,2,a,1,b,a,8,b,e,b,15,3,a,7
19633,17,10,a,a,0,1,4,e,b,17,d,a,2,45,k,7,g,4,3,a,6,a,1,b,a,11,f,a,d,5,9,b,4
19634,19,6,b,a,0,1,14,a,b,11,d,f,1,46,l,13,f,2,0,a,0,a,1,d,a,10,h,a,b,10,18,a,1
19635,3,5,a,a,0,2,3,c,b,18,d,f,1,51,k,7,i,4,2,a,6,b,2,b,a,5,f,a,b,5,12,b,1
19636,14,6,b,a,0,2,6,d,b,0,d,b,1,53,n,10,f,2,0,a,0,a,3,b,a,6,f,f,b,10,12,b,1
19637,18,0,b,a,0,1,7,a,b,3,c,f,0,88,e,12,b,0,0,b,0,b,1,b,a,11,a,a,a,5,18,a,7
19638,17,10,a,b,0,3,4,d,b,17,c,g,1,53,i,6,a,2,0,a,6,a,1,b,b,5,j,c,b,10,3,b,5
19639,7,1,a,a,0,5,3,e,b,10,d,d,1,96,k,14,i,1,4,b,5,b,1,b,a,17,h,b,d,10,18,b,4
19640,11,5,b,a,0,1,12,a,b,3,c,a,1,15,i,9,a,1,0,a,2,a,1,b,a,5,b,a,b,10,15,a,1
19641,17,1,a,a,0,3,18,d,b,2,c,f,1,34,a,11,c,1,2,b,6,a,1,b,a,3,j,a,b,15,18,b,7
19642,1,10,b,a,0,1,6,c,d,11,a,a,1,43,i,9,a,2,0,b,6,b,1,a,a,13,b,a,b,15,18,b,1
19643,10,10,a,a,0,7,17,a,d,24,c,f,1,30,i,11,f,1,1,b,4,a,1,b,a,6,b,a,b,15,3,a,7
19644,1,0,b,a,0,0,3,a,b,10,d,f,0,49,r,16,f,0,0,b,0,a,3,b,a,2,f,a,a,15,9,a,7
19645,17,10,b,a,0,1,15,d,b,13,d,a,0,54,r,5,f,0,0,a,6,a,1,a,a,3,f,a,b,15,15,b,2
19646,6,6,a,a,0,1,1,d,b,20,d,f,0,94,n,16,i,0,4,b,3,b,1,b,a,13,f,a,b,15,15,b,4
19647,11,0,a,b,0,4,14,e,b,12,c,f,1,43,i,9,c,2,4,a,1,b,1,b,b,17,b,a,b,10,9,b,1
19648,11,10,c,a,0,1,7,e,b,11,c,f,0,47,i,9,a,0,0,b,0,b,1,b,a,5,b,a,b,10,9,b,2
19649,16,10,a,a,0,0,16,c,b,14,d,a,1,21,j,6,g,1,4,b,5,a,2,b,a,15,f,a,b,5,3,b,4
19650,19,1,a,b,0,1,5,e,b,5,d,f,1,78,n,7,i,1,0,a,4,a,1,b,b,8,f,b,d,10,0,b,10
19651,17,5,a,a,0,3,7,e,b,18,c,h,1,67,d,11,f,1,0,b,5,b,1,b,a,3,b,a,b,15,12,b,4
19652,8,6,b,a,0,3,8,a,b,9,a,f,1,64,c,12,f,2,0,b,5,a,2,b,a,4,b,a,b,10,18,a,1
19653,16,5,a,a,0,6,0,b,b,19,d,b,0,17,r,17,i,0,5,b,5,b,1,b,a,12,f,a,b,15,9,a,3
19654,12,10,c,a,0,3,3,e,b,12,c,f,1,86,b,10,f,3,0,b,2,b,3,b,a,5,b,a,b,10,15,b,1
19655,4,10,a,a,0,3,14,a,b,11,c,f,1,59,b,13,f,4,4,a,5,a,3,d,a,13,b,a,b,5,9,a,1
19656,7,1,b,a,0,5,17,c,b,15,d,a,0,93,r,6,f,0,5,b,3,a,1,b,a,3,h,a,b,10,15,b,1
19657,6,6,a,a,0,2,5,e,b,20,d,f,0,42,r,7,i,0,6,a,5,a,1,b,a,5,h,a,b,5,15,a,3
19658,14,10,a,a,0,0,15,e,b,15,e,f,1,40,k,9,i,1,1,a,2,a,1,b,a,1,h,a,b,5,9,a,1
19659,16,1,a,b,0,3,11,e,b,5,e,f,1,52,k,14,i,1,5,b,6,a,1,b,b,8,g,a,b,5,12,b,1
19660,21,0,a,a,0,4,14,c,b,17,c,b,1,34,d,13,c,1,1,b,6,a,3,b,a,12,b,a,b,10,9,b,4
19661,5,1,c,a,0,3,7,e,b,16,d,f,1,70,k,9,i,3,0,a,1,a,1,b,a,6,f,a,b,15,12,b,7
19662,16,5,b,a,0,1,0,e,b,20,c,b,1,32,b,10,a,1,0,b,1,a,2,b,a,8,b,a,b,15,3,a,3
19663,0,0,c,a,0,0,7,e,d,16,c,a,1,85,b,12,c,3,0,a,4,b,1,b,a,6,b,a,b,15,15,b,7
19664,19,1,a,b,0,3,14,d,b,16,d,c,1,95,k,16,i,2,10,b,3,a,1,b,b,20,f,a,b,10,9,b,2
19665,11,6,b,a,0,1,12,e,b,5,d,f,0,47,k,9,f,0,0,a,3,b,3,b,a,6,f,a,d,5,0,b,1
19666,7,5,a,b,0,3,12,e,b,14,c,a,1,76,i,12,c,2,0,b,0,b,1,b,b,12,j,a,b,10,18,b,1
19667,7,5,b,a,0,4,18,a,b,19,d,f,1,16,k,8,f,2,0,b,3,b,1,b,a,8,h,a,b,0,18,a,1
19668,14,1,a,a,0,1,3,e,b,11,d,f,2,72,r,7,i,2,4,a,6,a,2,b,a,10,f,a,b,15,0,a,2
19669,16,1,a,a,0,1,0,c,b,19,d,b,3,18,k,18,i,1,0,b,3,b,1,b,a,18,h,b,b,10,3,a,1
19670,1,0,a,a,0,1,14,e,b,5,d,f,0,20,j,10,i,0,1,a,5,a,3,b,a,1,h,a,b,5,18,b,4
19671,18,10,a,a,0,3,18,b,b,15,b,c,1,26,a,23,c,1,3,a,6,a,1,b,a,15,b,a,b,5,9,a,1
19672,14,10,b,a,0,1,7,a,b,3,d,h,1,40,j,12,f,2,0,a,1,a,1,b,a,2,f,a,b,5,15,a,4
19673,10,6,a,a,0,7,17,e,b,17,e,h,0,35,r,8,g,1,3,b,4,b,2,b,a,15,h,a,b,10,12,a,3
19674,10,10,a,a,0,2,14,c,b,15,c,h,1,41,i,12,f,3,1,b,5,a,1,b,a,4,b,a,b,10,18,b,1
19675,17,10,b,a,0,1,6,a,b,11,d,a,0,40,n,7,f,0,0,a,2,a,3,b,a,4,f,a,a,10,12,a,10
19676,16,1,a,a,0,5,4,a,b,17,d,a,1,47,r,8,i,3,1,a,3,a,1,b,a,8,f,b,b,5,9,a,3
19677,16,6,a,a,0,2,4,e,b,4,c,a,0,52,b,7,a,0,4,b,2,b,3,d,a,13,b,a,b,15,9,b,1
19678,6,10,a,b,0,0,4,e,b,1,d,f,1,48,k,11,i,1,1,b,2,a,1,b,b,9,f,a,b,5,9,b,6
19679,13,0,a,b,0,1,4,e,b,16,c,c,1,73,i,8,a,1,2,a,3,a,1,b,b,4,b,a,b,15,3,b,1
19680,8,1,b,a,0,5,15,a,b,2,d,f,0,21,r,8,f,1,0,b,5,a,1,b,a,5,f,a,b,15,18,a,1
19681,4,5,a,a,0,3,8,a,b,5,c,b,3,78,b,12,f,3,3,b,0,a,1,b,a,12,b,a,b,10,15,a,7
19682,18,10,a,a,0,6,8,d,b,15,e,e,2,85,k,15,i,3,8,a,0,a,3,b,a,15,h,a,b,5,6,b,5
19683,12,0,a,a,0,0,13,a,b,20,c,h,1,64,i,8,a,1,0,a,1,b,1,b,a,3,b,a,b,15,18,a,1
19684,10,5,a,a,0,3,6,a,b,4,c,a,0,49,b,7,a,0,0,b,6,a,3,b,a,7,b,a,b,10,15,a,1
19685,8,5,a,a,0,1,6,c,b,9,e,f,2,61,k,6,i,2,0,b,2,a,1,b,a,5,f,a,b,5,18,a,1
19686,3,10,c,a,0,2,5,e,b,20,c,a,1,64,i,8,a,1,0,b,0,a,3,b,a,2,a,a,b,10,6,b,1
19687,12,10,a,a,0,3,0,d,b,20,c,b,0,35,b,14,a,1,0,a,5,a,3,b,a,13,e,a,b,10,15,b,5
19688,5,6,a,a,0,3,7,c,b,20,d,h,0,37,k,18,g,0,1,b,3,b,1,b,a,11,f,a,d,15,18,b,4
19689,14,0,a,a,0,2,15,a,b,3,d,a,0,43,r,8,g,0,10,b,0,a,1,b,a,13,h,a,b,10,0,a,2
19690,22,10,a,a,0,2,15,c,b,15,d,f,0,61,r,16,i,0,3,a,3,a,1,b,a,14,f,a,b,5,15,b,8
19691,8,1,a,a,0,5,7,e,b,19,a,a,1,86,b,13,f,3,5,b,6,a,1,b,a,9,b,a,b,5,0,b,4
19692,22,6,a,a,0,1,8,a,b,15,c,h,0,30,i,13,c,0,1,a,4,a,2,b,a,5,b,a,b,10,18,a,1
19693,2,0,b,a,1,1,11,a,b,3,d,f,3,26,r,10,f,3,0,b,2,a,1,b,a,2,f,a,b,5,15,a,4
19694,16,0,b,a,0,6,14,a,b,11,e,a,1,73,k,11,f,1,0,a,5,b,1,b,a,16,k,b,d,15,3,a,4
19695,6,10,a,a,0,3,8,c,b,16,c,f,1,93,h,14,f,1,10,a,3,b,1,b,a,14,j,a,b,5,6,b,8
19696,19,6,b,a,0,4,11,e,b,2,c,c,1,40,a,18,f,3,0,b,4,a,1,b,a,4,j,h,b,15,18,b,1
19697,6,10,b,b,0,2,2,e,b,5,c,f,1,80,i,20,c,1,0,a,6,a,1,b,b,12,j,a,b,5,12,b,1
19698,6,10,a,a,0,4,18,c,b,0,d,c,1,41,k,13,i,1,0,a,3,b,3,b,a,14,f,a,b,0,18,b,1
19699,18,6,b,a,0,3,16,a,a,1,d,f,0,33,r,8,f,2,0,a,6,b,1,b,a,9,f,a,b,5,6,a,2
19700,11,6,a,a,0,1,17,a,b,15,d,f,3,11,k,8,i,3,0,a,6,a,1,b,a,3,f,a,b,10,0,a,2
19701,18,6,a,a,0,4,13,e,b,24,d,a,3,86,k,9,g,3,3,b,4,a,3,b,a,9,f,a,b,5,12,b,1
19702,5,1,c,b,0,3,1,d,b,12,d,b,1,79,r,9,i,2,4,a,5,a,1,b,b,7,h,a,b,15,15,b,1
19703,9,10,b,a,0,3,7,a,b,17,c,f,2,27,b,10,c,2,0,a,4,a,1,b,a,0,b,a,b,10,9,a,11
19704,17,6,c,a,0,4,11,e,b,0,d,f,1,53,k,16,i,1,0,a,6,a,1,b,a,15,f,a,d,0,3,b,1
19705,18,6,a,a,0,3,10,a,b,13,c,f,1,46,a,13,f,3,2,a,3,a,1,b,a,6,a,a,b,10,18,a,4
19706,17,10,b,a,0,3,14,a,b,16,c,h,0,37,b,11,c,0,0,b,2,b,1,b,a,1,b,a,b,10,18,a,2
19707,13,1,a,a,0,3,18,e,b,0,d,a,1,75,k,14,g,1,9,a,5,b,3,b,a,14,h,a,b,10,15,a,14
19708,12,5,a,a,0,0,13,e,b,15,c,h,0,47,a,11,a,0,7,a,6,a,1,b,a,12,a,a,b,5,9,b,1
19709,17,5,a,a,0,3,17,c,b,0,c,a,0,49,i,9,b,1,3,b,2,a,1,b,a,14,b,a,b,15,6,b,2
19710,11,1,a,a,0,1,17,a,b,18,d,h,0,55,r,8,g,1,1,a,5,b,2,b,a,9,f,a,b,10,12,a,7
19711,22,5,a,a,0,3,10,a,b,20,e,f,0,16,q,18,i,0,0,a,2,a,0,c,a,15,f,a,b,0,6,a,14
19712,16,1,a,a,0,1,18,a,b,6,d,f,2,51,r,10,i,4,10,a,6,a,1,b,a,16,f,a,b,5,12,a,1
19713,0,6,a,a,0,0,4,e,b,14,c,a,1,99,b,3,a,1,0,a,2,a,3,c,a,4,b,a,b,10,0,b,13
19714,17,1,a,a,0,5,6,c,b,15,e,a,1,60,k,10,g,1,11,b,6,b,3,b,a,17,f,a,b,10,15,b,6
19715,6,1,a,a,0,1,4,e,b,8,c,f,1,95,i,5,a,1,0,a,5,a,1,b,a,8,b,a,a,15,15,b,13
19716,17,6,a,b,0,0,5,e,b,19,c,a,0,60,i,15,a,0,3,a,3,a,1,d,b,5,b,a,b,10,0,b,4
19717,17,6,a,a,0,0,18,c,b,11,d,a,1,29,k,19,i,4,3,a,5,b,3,b,a,5,h,a,d,15,18,b,1
19718,15,10,b,b,0,1,6,e,b,0,d,a,1,94,r,7,f,1,0,b,6,a,3,b,b,12,f,a,b,15,15,b,2
19719,19,0,a,a,0,4,12,e,b,16,c,a,1,79,a,22,f,2,2,b,5,a,1,b,a,5,d,a,b,15,9,b,1
19720,12,0,a,b,0,1,16,d,b,16,d,f,1,98,k,7,i,1,4,a,3,a,1,b,b,14,h,a,b,5,9,b,9
19721,6,0,a,a,0,1,4,a,b,0,f,g,1,34,k,7,g,1,1,a,0,b,2,b,a,6,f,a,a,5,15,a,6
19722,16,5,a,a,0,0,15,c,b,16,c,f,0,42,i,5,a,1,5,b,0,a,1,b,a,15,b,a,b,10,18,b,7
