Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32
14,10,b,a,0,3,14,a,b,16,d,b,1,47,k,14,f,2,0,b,0,b,2,b,a,5,h,g,b,5,18,a,3.724885506,4.01820237,3.821227377,3.992100297,4.599954428,3.062433287,4.583380534,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,4.063205292,3.875914521,3.977557721
17,0,a,a,0,1,6,e,b,16,d,a,0,99,k,5,g,0,5,a,4,b,1,b,a,14,l,a,b,15,12,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.583380534,4.391946448,4.029735504,3.991403243,3.935452502,4.01753988,4.075198273,4.039580635,3.875914521,4.014364698
10,5,a,a,0,5,13,e,b,15,c,c,0,81,i,9,f,0,8,b,5,b,3,b,a,12,b,a,b,5,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.749206554,3.795033168,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,5,b,a,0,2,6,d,b,15,c,a,1,36,i,7,a,5,0,a,1,b,1,b,a,2,b,c,b,5,3,a,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,3.638751344,3.795033168,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,3.186661445,3.875914521,3.977557721
14,6,c,b,0,0,13,e,b,6,d,f,2,79,r,25,i,2,0,b,6,a,1,b,b,15,f,a,b,5,6,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
22,6,c,b,0,1,4,d,b,7,d,f,1,77,r,13,i,1,0,b,4,a,1,b,b,14,h,a,b,15,9,b,4.151623752,3.945745585,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
14,0,a,a,0,0,3,c,b,11,d,f,1,45,r,7,i,1,10,a,1,b,1,b,a,16,f,a,b,5,18,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
19,5,a,a,0,3,12,e,b,11,c,f,2,29,i,11,c,2,4,a,2,a,1,b,a,10,j,a,b,5,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
7,10,a,a,0,5,15,a,b,11,c,f,0,43,a,7,b,0,2,b,1,a,1,a,a,14,b,a,b,15,12,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.235159646,4.121576051,3.972195449,4.01037389,4.116537882,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
15,1,a,a,0,1,6,d,d,0,c,f,1,49,b,7,a,1,0,a,2,b,2,d,a,1,b,a,b,5,18,b,4.041636477,4.01820237,4.199601087,3.81890334,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.707776095,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
13,0,a,a,0,2,3,c,b,15,c,f,1,33,i,6,a,1,2,b,6,a,3,b,a,6,b,a,b,5,9,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.795033168,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,6,a,a,0,1,5,e,b,16,c,a,1,34,b,9,a,3,0,b,3,b,3,a,a,7,b,a,b,15,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,3.991403243,4.116537882,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,10,b,a,0,2,16,a,b,12,d,c,0,51,r,8,f,0,0,a,5,a,1,b,a,4,f,a,b,5,9,a,3.724885506,4.01820237,3.821227377,3.992100297,4.599954428,3.749206554,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
17,1,a,a,0,7,5,e,b,21,c,a,1,24,b,4,a,1,11,a,5,a,1,b,a,20,b,d,b,10,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,3.392673812,3.875914521,4.014364698
22,6,b,a,0,4,12,d,b,5,c,a,0,64,i,15,f,0,0,a,4,b,1,b,a,3,j,a,b,15,18,a,3.724885506,4.01820237,4.199601087,3.992100297,3.537367733,3.638751344,3.795033168,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
21,1,b,a,0,0,17,e,b,0,e,h,2,74,r,14,f,2,0,a,3,a,1,b,a,10,f,b,b,10,9,a,3.724885506,4.01820237,3.957420699,3.992100297,4.537016496,4.312896885,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,5.39119517,3.875914521,3.977557721
20,10,a,a,0,1,4,c,b,18,d,c,1,64,n,8,i,1,0,a,4,a,3,b,a,16,f,a,b,10,6,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,3.749206554,4.65852624,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
19,6,b,a,0,4,2,e,b,14,e,f,2,79,k,11,f,2,0,a,3,b,1,b,a,14,f,a,b,10,18,b,3.724885506,4.01820237,3.957420699,3.992100297,4.537016496,4.337362962,4.583380534,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
4,6,e,a,0,3,7,c,b,0,a,f,1,65,b,18,c,1,3,a,5,a,2,b,a,15,b,a,b,15,6,b,5.46015831,4.01820237,4.231280828,3.992100297,3.035159656,4.337362962,3.07903989,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
16,10,b,a,0,3,13,e,b,7,a,f,0,85,i,9,b,0,0,b,0,a,1,b,a,4,a,a,b,10,9,b,3.724885506,4.01820237,3.957420699,3.992100297,3.035159656,4.337362962,3.795033168,4.121576051,3.972195449,4.01037389,3.935452502,4.01753988,3.10256098,4.039580635,3.875914521,4.014364698
8,10,a,a,0,5,3,d,b,0,d,f,2,41,k,7,i,2,4,b,3,a,1,b,a,19,f,a,b,0,12,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
18,0,a,a,0,2,5,e,b,0,f,a,0,92,r,7,i,0,5,a,3,b,1,b,a,16,f,a,b,15,15,b,4.041636477,4.01820237,3.957420699,3.992100297,4.460304815,3.638751344,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
6,1,a,a,0,1,5,e,b,15,d,a,1,57,n,9,g,1,0,b,4,a,3,b,a,16,f,a,b,5,9,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.65852624,4.391946448,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
11,6,a,b,0,3,7,e,b,18,d,f,1,84,r,13,i,1,8,a,2,b,1,b,a,14,f,a,b,15,6,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
21,10,b,a,0,1,13,a,b,21,d,c,0,85,k,12,f,0,0,b,4,b,3,a,a,4,f,a,b,15,18,b,3.724885506,4.01820237,3.821227377,3.992100297,4.599954428,3.749206554,4.583380534,4.00498571,3.972195449,3.991403243,4.116537882,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
16,10,a,a,0,1,5,e,b,17,c,a,0,65,b,9,a,0,2,a,2,b,3,d,a,7,b,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,3.991403243,3.707776095,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
13,6,a,a,0,4,5,e,b,17,a,g,1,55,b,9,a,1,2,a,3,a,3,b,a,10,b,a,b,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.035159656,3.915098531,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
23,0,b,a,0,2,12,e,b,10,c,a,0,58,i,17,f,0,0,a,3,b,1,b,a,3,j,e,b,5,18,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,2.942105423,3.875914521,4.014364698
13,10,a,a,0,3,5,e,b,1,d,a,1,95,p,8,g,1,8,b,2,a,3,b,a,11,h,a,b,15,15,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.988862618,4.391946448,3.972195449,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
22,6,a,a,0,2,4,c,b,17,d,f,1,64,k,10,i,1,5,a,2,a,1,b,a,10,f,a,b,15,18,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
9,1,a,b,0,6,2,e,b,23,d,f,1,93,j,9,i,1,5,b,6,b,1,b,b,11,h,a,b,5,9,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.695554616,4.711941898,3.972195449,3.991403243,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
16,10,c,a,0,5,6,e,b,0,d,f,1,87,k,8,i,1,0,b,0,b,2,b,a,15,h,d,b,10,9,b,4.151623752,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,3.392673812,3.875914521,4.014364698
8,1,a,a,0,5,3,c,b,18,c,f,0,68,b,7,a,0,3,a,3,a,2,b,a,8,b,a,b,15,9,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,10,a,a,0,2,4,e,b,4,c,a,1,36,b,7,a,1,0,a,5,a,3,b,a,3,j,a,b,15,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
8,6,a,a,0,1,18,a,b,20,c,f,1,11,b,9,a,2,1,b,4,a,2,b,a,3,b,a,b,10,18,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
5,1,a,b,0,3,16,e,d,7,a,f,1,81,b,8,b,4,3,b,0,b,3,b,b,12,b,a,b,5,9,b,4.041636477,3.945745585,3.957420699,3.81890334,3.035159656,4.337362962,3.07903989,4.121576051,3.972195449,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
13,1,a,a,0,1,6,a,b,21,e,f,1,44,r,7,i,1,0,b,3,b,1,b,a,16,f,a,b,5,15,a,4.041636477,4.01820237,3.821227377,3.992100297,4.537016496,4.337362962,4.544789047,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
4,1,c,b,0,2,5,e,b,2,c,a,1,65,b,7,a,1,0,b,6,a,1,b,b,16,b,a,b,5,9,b,4.151623752,3.945745585,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
1,10,a,a,0,1,10,a,b,15,d,f,1,48,r,10,i,1,1,b,6,a,1,b,a,2,f,a,b,5,0,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
4,1,a,b,0,3,2,d,b,4,d,f,1,99,k,7,i,2,1,a,6,b,1,b,b,16,h,a,b,0,15,b,4.041636477,3.945745585,4.199601087,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,4.029735504,3.991403243,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
4,10,a,b,0,3,3,c,b,7,a,f,1,59,b,9,c,4,3,b,0,b,3,b,a,7,b,a,b,10,15,b,4.041636477,3.945745585,4.231280828,3.992100297,3.035159656,4.337362962,3.07903989,3.693053328,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
4,0,a,a,0,3,3,d,b,17,c,f,1,55,b,7,a,2,2,b,6,b,4,b,a,10,b,a,b,0,12,b,4.041636477,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
4,10,a,a,0,3,17,e,b,16,c,f,2,23,i,8,c,2,3,a,6,b,2,b,a,0,j,a,b,5,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
17,0,b,a,0,1,6,d,b,16,d,a,1,41,r,8,f,3,0,b,1,b,3,b,a,2,f,b,d,15,6,b,3.724885506,4.01820237,4.199601087,3.992100297,4.599954428,3.638751344,4.544789047,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,5.39119517,3.899052176,4.014364698
16,5,c,b,0,5,10,e,b,14,d,f,1,45,j,19,i,2,9,b,5,b,1,a,b,12,f,a,b,10,3,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.695554616,4.711941898,3.972195449,3.991403243,4.116537882,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
6,6,a,a,0,4,14,e,b,2,c,f,1,20,a,17,f,1,0,b,2,a,1,b,a,5,b,a,b,10,3,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,4.00498571,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
18,5,e,a,0,6,13,b,b,8,d,a,0,63,k,9,f,0,11,b,6,a,3,b,a,13,f,f,b,5,18,a,5.46015831,4.01820237,4.865823917,3.992100297,4.599954428,3.638751344,4.583380534,4.00498571,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,2.41415559,3.875914521,3.977557721
22,6,a,a,0,5,12,e,b,18,d,h,1,57,j,18,g,2,2,a,3,a,1,b,a,5,h,a,d,5,9,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.312896885,4.695554616,4.391946448,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.899052176,4.014364698
19,1,d,a,0,0,1,e,b,23,c,b,0,54,b,18,a,1,0,b,4,b,1,b,a,9,e,a,b,5,18,b,4.933034346,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,2.79175142,4.039580635,3.875914521,4.014364698
20,1,b,a,0,1,18,a,d,2,c,f,2,25,d,21,c,2,0,b,3,a,1,b,a,2,b,a,b,15,18,a,3.724885506,4.01820237,3.821227377,3.81890334,3.537367733,4.337362962,3.863907719,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
5,10,a,a,0,1,1,a,b,0,c,f,1,21,b,12,b,1,4,b,1,a,1,b,a,9,j,a,b,5,6,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,4.121576051,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
21,1,a,a,0,1,6,e,b,16,c,f,1,70,i,9,a,1,3,b,6,a,3,b,a,8,b,a,b,15,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,10,a,b,0,6,16,c,b,20,d,f,1,83,n,7,i,1,3,b,2,a,1,d,b,17,i,b,b,10,15,b,4.041636477,3.945745585,4.231280828,3.992100297,4.599954428,4.337362962,4.65852624,4.711941898,3.972195449,4.01037389,3.707776095,3.944777884,5.055217696,5.39119517,3.875914521,4.014364698
5,5,a,b,0,3,4,e,b,12,d,a,1,80,m,7,g,1,4,a,2,a,1,b,b,14,f,a,b,5,9,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,3.638751344,4.445117209,4.391946448,4.029735504,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
5,6,a,a,0,3,14,a,b,0,c,f,1,36,a,8,b,2,7,a,6,a,1,b,a,12,b,a,b,5,3,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.235159646,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
18,6,b,a,0,5,1,e,b,21,c,b,1,45,i,13,a,2,4,b,1,a,2,b,a,13,e,a,b,5,9,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.795033168,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,2.79175142,4.039580635,3.875914521,4.014364698
10,6,a,a,0,3,0,d,b,20,c,b,1,33,i,11,a,1,2,a,5,a,3,b,a,10,e,f,b,5,9,b,4.041636477,4.01820237,4.199601087,3.992100297,3.537367733,3.062433287,3.795033168,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,2.79175142,2.41415559,3.875914521,4.014364698
8,1,a,a,0,5,2,c,b,8,a,f,1,67,b,12,c,1,5,a,6,a,1,b,a,12,b,f,b,10,12,b,4.041636477,4.01820237,4.231280828,3.992100297,3.035159656,4.337362962,3.07903989,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,2.41415559,3.875914521,4.014364698
20,10,a,a,0,4,11,e,b,11,c,a,2,33,i,16,f,2,2,a,3,b,1,b,a,8,j,c,b,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,3.186661445,3.875914521,4.014364698
19,1,a,a,0,1,8,e,b,6,c,f,1,93,a,15,c,1,10,b,2,a,1,b,a,19,a,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,3.693053328,3.972195449,4.01037389,3.935452502,4.01753988,3.10256098,4.039580635,3.875914521,4.014364698
17,10,a,a,0,2,6,c,b,12,c,f,1,78,e,7,b,1,1,a,5,a,3,b,a,2,b,a,b,10,18,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.811011832,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
6,6,b,a,0,1,3,e,b,24,c,g,1,72,b,9,a,1,0,a,2,a,3,b,a,3,b,a,b,10,3,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.915098531,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,1,a,a,0,2,15,a,b,16,c,a,1,47,b,5,a,1,1,b,4,b,3,b,a,9,b,a,b,10,18,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
14,1,a,a,0,1,4,e,b,10,c,a,1,19,i,6,a,2,0,a,4,b,1,b,a,1,b,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
18,6,b,b,0,0,15,e,b,0,d,f,1,96,r,7,f,1,0,a,0,a,1,b,b,11,h,a,b,15,9,b,3.724885506,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
13,10,a,a,0,3,16,c,b,1,c,f,1,63,b,7,a,1,1,b,0,b,1,b,a,8,b,a,b,5,15,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
12,10,a,b,0,4,15,e,b,8,d,f,1,62,j,6,i,1,4,a,5,a,1,b,b,11,h,a,b,10,18,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.695554616,4.711941898,4.029735504,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
22,1,c,a,0,1,13,e,b,0,d,a,1,85,k,8,i,1,0,b,5,b,3,b,a,13,f,c,b,15,9,b,4.151623752,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,3.186661445,3.875914521,4.014364698
0,5,a,a,0,0,16,a,b,23,c,f,1,31,b,7,a,1,0,a,2,a,3,b,a,3,b,a,b,10,15,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
6,6,a,a,0,4,7,c,b,18,c,f,1,34,c,13,f,3,1,b,5,b,3,b,a,4,b,a,b,5,3,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,2.725832753,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
18,0,a,a,0,4,6,e,b,1,c,a,1,71,e,6,a,1,0,a,0,a,2,d,a,7,c,a,b,10,6,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.811011832,3.127327437,4.029735504,4.01037389,3.707776095,4.01753988,3.480424021,4.039580635,3.875914521,4.014364698
14,1,a,b,0,2,5,e,b,19,d,e,1,83,m,5,i,1,10,a,4,b,3,b,b,12,f,a,a,5,9,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,4.71276917,4.445117209,4.711941898,4.029735504,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,4.240611559,4.014364698
13,6,c,b,0,3,2,d,b,21,d,f,1,62,l,11,i,1,3,a,6,b,1,b,b,5,f,a,b,5,15,b,4.151623752,3.945745585,4.199601087,3.992100297,4.599954428,4.337362962,4.642448137,4.711941898,4.029735504,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
20,10,a,a,0,1,18,a,b,16,c,f,1,27,e,14,f,2,3,b,0,a,1,b,a,10,b,a,b,15,15,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.811011832,4.00498571,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
13,6,a,a,0,3,2,d,b,12,d,f,0,51,j,8,i,0,2,a,3,a,1,b,a,17,f,a,b,10,18,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.695554616,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
17,6,c,a,0,3,4,c,b,4,d,f,1,56,j,7,i,1,0,a,4,a,1,b,a,4,f,a,b,5,12,b,4.151623752,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.695554616,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
20,10,a,a,0,0,18,c,d,6,d,f,1,26,k,8,i,4,2,b,6,b,1,b,a,3,h,b,b,15,12,b,4.041636477,4.01820237,4.231280828,3.81890334,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.530829172,5.39119517,3.875914521,4.014364698
1,0,a,a,0,0,4,e,b,16,e,a,0,47,r,9,g,0,11,a,5,b,3,b,a,16,f,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,4.537016496,3.638751344,4.544789047,4.391946448,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
18,1,a,a,0,5,18,d,d,15,d,a,0,65,n,20,g,0,5,a,4,a,1,b,a,15,f,a,b,10,9,b,4.041636477,4.01820237,4.199601087,3.81890334,4.599954428,3.638751344,4.65852624,4.391946448,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
14,1,a,a,0,2,16,e,b,2,d,f,0,35,r,11,i,0,10,b,3,a,1,b,a,19,f,a,b,10,15,a,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
18,10,a,b,0,6,11,e,b,4,d,c,1,87,k,15,i,1,6,b,0,b,1,b,b,15,f,a,b,5,0,b,4.041636477,3.945745585,3.957420699,3.992100297,4.599954428,3.749206554,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
13,1,a,b,0,1,6,c,b,4,c,f,1,93,b,8,a,1,6,b,5,a,1,b,b,19,b,a,b,10,6,b,4.041636477,3.945745585,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
14,1,a,b,0,0,4,e,b,1,c,g,1,33,i,10,a,1,3,b,6,b,2,b,b,4,b,a,b,5,3,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,3.915098531,3.795033168,3.127327437,3.972195449,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
13,6,a,b,0,1,4,e,b,9,c,a,1,99,b,7,a,1,0,b,1,a,1,b,b,13,b,a,b,10,6,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
10,6,b,a,0,1,17,a,b,11,d,f,0,31,n,8,f,0,0,b,3,a,1,b,a,7,h,a,b,5,9,a,3.724885506,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.65852624,4.00498571,3.972195449,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,3.977557721
